sim_id,tourism_final_nzd_bn,gdp_final_nzd_bn,gdp_change_nzd_bn,gdp_pct_change,employment_chg_k,scenario
166,81.65118264643044,411.19255261859735,6.192552618597347,1.5290253379252707,233.17310344191924,base_case
167,92.55223056934358,439.93786040435407,34.93786040435407,8.626632198605943,305.69080421666325,base_case
168,81.46022269336225,410.68900445840984,5.6890044584098405,1.4046924588666272,231.90276899017806,base_case
169,85.39288001654049,421.0591492344048,16.0591492344048,3.9652220331863703,258.06422328599893,base_case
170,98.59375648782844,455.86894549365485,50.86894549365485,12.560233455223418,345.88121268727076,boom
171,82.34237315317277,413.0151740762225,8.015174076222479,1.9790553274623406,237.7711518773296,base_case
172,98.66566657011138,456.05856739631406,51.05856739631406,12.607053678102236,346.3595844792817,boom
173,79.01519522902012,404.2416365077183,-0.7583634922817168,-0.18725024500783133,215.63756482824544,base_case
174,93.5392107277083,442.5404586711679,37.540458671167926,9.269249054609364,312.25655205127833,base_case
175,86.80571503043826,424.784697237879,19.784697237879016,4.88511042910593,267.4629111466923,base_case
176,91.63586236282852,437.52146096022454,32.521460960224545,8.02999036054927,299.5947925424215,base_case
177,74.75348533079213,393.0038028990176,-11.996197100982386,-2.9620239755512063,187.28713417479742,base_case
178,73.26869387385085,389.08851074277203,-15.91148925722797,-3.928762779562462,177.40976611360006,base_case
179,76.98713335264402,398.89377791125673,-6.106222088743266,-1.5077091577143866,202.14616607982074,base_case
180,71.28538440049655,383.85866113114486,-21.141338868855144,-5.220083671322258,164.21607648398992,negative_shock
181,73.13260721254944,388.7296596495278,-16.270340350472225,-4.017367987770919,176.5044685813375,base_case
182,82.64758434138139,413.81999482435185,8.819994824351852,2.1777764998399634,239.80152673451138,base_case
183,85.170187419393,420.4719242912726,15.471924291272614,3.820228220067312,256.5827918457474,base_case
184,77.83776194046594,401.1368265375186,-3.863173462481427,-0.9538699907361549,207.80485411039572,base_case
185,93.30672216441435,441.92740244429774,36.92740244429774,9.117877146740183,310.70995431262764,base_case
186,82.9830856888831,414.704688623028,9.704688623028005,2.3962194130933345,242.0334026513682,base_case
187,78.26791100930465,402.27109981702006,-2.7289001829799417,-0.673802514316035,210.66636079151164,base_case
188,83.36827322609726,415.72040146006503,10.720401460065034,2.6470127061888973,244.59580901481007,base_case
189,86.93490399465485,425.12535958201227,20.125359582012265,4.969224588151177,268.3223227112232,base_case
190,77.95161636398431,401.4370527607174,-3.5629472392826074,-0.8797400590821254,208.56225478186988,base_case
191,85.36582479451528,420.98780648920945,15.987806489209447,3.9476065405455425,257.88424219527326,base_case
192,80.67146143801419,408.6090956996562,3.6090956996562227,0.8911347406558575,226.65564475932186,base_case
193,89.06277445046068,430.7364064843739,25.7364064843739,6.354668267746642,282.47768411250667,base_case
194,88.24117653924606,428.56990974011524,23.569909740115236,5.819730800028453,277.01211860871837,base_case
195,86.35104741212089,423.58577024286245,18.585770242862452,4.5890790723117165,264.438298235139,base_case
196,92.37807975786693,439.4786367854474,34.47863678544741,8.513243650727755,304.53229023473705,base_case
197,82.24219148379387,412.75100195798655,7.751001957986546,1.9138276439472954,237.10470729562448,base_case
198,84.22439753933136,417.97794193331225,12.977941933312252,3.2044301069906793,250.2910565921185,base_case
199,94.003460022902,443.7646518839704,38.76465188397037,9.571518983696388,315.3449057317515,base_case
200,73.84709269500456,390.6137083434573,-14.38629165654271,-3.5521707793932613,181.25748359337797,base_case
201,63.96964808518951,364.56757154507676,-40.43242845492324,-9.98331566788228,115.54916108173279,negative_shock
202,83.97793272952494,417.32803131312755,12.328031313127553,3.0439583489203836,248.65148382301996,base_case
203,92.72640001063671,440.39713314879555,35.39713314879555,8.740032876245813,306.84944213084503,base_case
204,78.4120067950412,402.6510704162613,-2.348929583738709,-0.5799826132688171,211.6249379069264,base_case
